./backtrack,random-small,0.252835,0.040218,1.013311,0.000838,0.112856,0.213717,0.096072,0.000243,0.145133,0.597426,0.013695,0.200008,0.006199,0.001038,0.028461,0.001114,0.001089,0.000234,0.001080,0.001407,
./backtrack,hardest,0.000039,0.230592,0.000325,0.043884,0.309009,0.046021,0.000086,0.117098,0.026187,0.170117,0.019725,
